Group_ID,Domain,Technique_ID,Technique_Name,Sub_Technique_ID,Sub_Technique_Name,Full_Technique_ID,Full_Technique_Name,Use
G0034,Enterprise,T1082,System Information Discovery,,,T1082,System Information Discovery,Sandworm Team used a backdoor to enumerate information about the infected system's operating system.[23][1]
G0034,Enterprise,T1049,System Network Connections Discovery,,,T1049,System Network Connections Discovery,"Sandworm Team had gathered user, IP address, and server data related to RDP sessions on a compromised host. It has also accessed network diagram files useful for understanding how a host's network was configured.[1][18]"
G0034,Enterprise,T1033,System Owner/User Discovery,,,T1033,System Owner/User Discovery,Sandworm Team has collected the username from a compromised host.[1]
G0034,Enterprise,T1199,Trusted Relationship,,,T1199,Trusted Relationship,"Sandworm Team has used dedicated network connections from one victim organization to gain unauthorized access to a separate organization.[1] Additionally, Sandworm Team has accessed Internet service providers and telecommunication entities that provide mobile connectivity.[14]"
G0034,Enterprise,T1204,User Execution,.001,Malicious Link,T1204.001,User Execution: Malicious Link,Sandworm Team has tricked unwitting recipients into clicking on malicious hyperlinks within emails crafted to resemble trustworthy senders.[1]
G0034,Enterprise,T1204,User Execution,.002,Malicious File,T1204.002,User Execution: Malicious File,"Sandworm Team has tricked unwitting recipients into clicking on spearphishing attachments and enabling malicious macros embedded within files.[22][1]During the 2015 Ukraine Electric Power Attack, Sandworm Team leveraged Microsoft Office attachments which contained malicious macros that were automatically executed once the user permitted them. [35]"
G0034,Enterprise,T1078,Valid Accounts,,,T1078,Valid Accounts,"Sandworm Team have used previously acquired legitimate credentials prior to attacks.[30]During the 2015 Ukraine Electric Power Attack, Sandworm Team used valid accounts on the corporate network to escalate privileges, move laterally, and establish persistence within the corporate network. [35]"
G0034,Enterprise,T1078,Domain Accounts,.002,,T1078.002,Domain Accounts,Sandworm Team has used stolen credentials to access administrative accounts within the domain.[1][11]
G0034,Enterprise,T1102,Web Service,.002,Bidirectional Communication,T1102.002,Web Service: Bidirectional Communication,Sandworm Team has used the Telegram Bot API from Telegram Messenger to send and receive commands to its Python backdoor. Sandworm Team also used legitimate M.E.Doc software update check requests for sending and receiving commands and hosted malicious payloads on putdrive.com.[22][26]
G0034,Enterprise,T1047,Windows Management Instrumentation,,,T1047,Windows Management Instrumentation,"Sandworm Team has used Impacket’s WMIexec module for remote code execution and VBScript to run WMI queries.[18][11]During the 2016 Ukraine Electric Power Attack, WMI in scripts were used for remote execution and system surveys. [18]"
G0034,Mobile,T1660,Phishing,,,T1660,Phishing,Sandworm Team used SMS-based phishing to target victims with malicious links.[13]
G0034,Mobile,T1409,Stored Application Data,,,T1409,Stored Application Data,Sandworm Team can collect encrypted Telegram and Signal communications.[14]
G0034,ICS,T0895,Autorun Image,,,T0895,Autorun Image,"During the 2022 Ukraine Electric Power Attack, Sandworm Team used existing hypervisor access to map an ISO image named a.iso to a virtual machine running a SCADA server. The SCADA server’s operating system was configured to autorun CD-ROM images, and as a result, a malicious VBS script on the ISO image was automatically executed.[20]"
G0034,ICS,T0803,Block Command Message,,,T0803,Block Command Message,"During the 2015 Ukraine Electric Power Attack, Sandworm Team blocked command messages by using malicious firmware to render serial-to-ethernet converters inoperable. [35]"
G0034,ICS,T0804,Block Reporting Message,,,T0804,Block Reporting Message,"During the 2015 Ukraine Electric Power Attack, Sandworm Team blocked reporting messages by using malicious firmware to render serial-to-ethernet converters inoperable. [35]"
G0034,ICS,T0805,Block Serial COM,,,T0805,Block Serial COM,"During the 2015 Ukraine Electric Power Attack, Sandworm Team overwrote the serial-to-ethernet converter firmware, rendering the devices not operational. This meant that communication to the downstream serial devices was either not possible or more difficult. [15]"
G0034,ICS,T0807,Command-Line Interface,,,T0807,Command-Line Interface,"Sandworm Team uses the MS-SQL server xp_cmdshell command, and PowerShell to execute commands. [39]During the 2016 Ukraine Electric Power Attack, Sandworm Team supplied the name of the payload DLL to Industroyer via a command line parameter.[17]During the 2022 Ukraine Electric Power Attack, Sandworm Team leveraged the SCIL-API on the MicroSCADA platform to execute commands through the scilc.exe binary.[20]"
G0034,ICS,T0885,Commonly Used Port,,,T0885,Commonly Used Port,"During the 2015 Ukraine Electric Power Attack, Sandworm Team used port 443 to communicate with their C2 servers. [15]"
G0034,ICS,T0884,Connection Proxy,,,T0884,Connection Proxy,"Sandworm Team establishes an internal proxy prior to the installation of backdoors within the network. [40]During the 2015 Ukraine Electric Power Attack, Sandworm Team established an internal proxy prior to the installation of backdoors within the network. [15]"
G0034,ICS,T0813,Denial of Control,,,T0813,Denial of Control,"During the 2015 Ukraine Electric Power Attack, KillDisk rendered devices that were necessary for remote recovery unusable, including at least one RTU. Additionally, Sandworm Team overwrote the firmware for serial-to-ethernet converters, denying operators control of the downstream devices. [15][35]"
G0034,ICS,T0814,Denial of Service,,,T0814,Denial of Service,"During the 2015 Ukraine Electric Power Attack, power company phone line operators were hit with a denial of service attack so that they couldn’t field customers’ calls about outages. Operators were also denied service to their downstream devices when their serial-to-ethernet converters had their firmware overwritten, which bricked the devices. [35]"
G0034,ICS,T0816,Device Restart/Shutdown,,,T0816,Device Restart/Shutdown,"During the 2015 Ukraine Electric Power Attack, Sandworm Team scheduled the uninterruptable power supplies (UPS) to shutdown data and telephone servers via the UPS management interface. [35][15]"
G0034,ICS,T0819,Exploit Public-Facing Application,,,T0819,Exploit Public-Facing Application,Sandworm Team actors exploited vulnerabilities in GE's Cimplicity HMI and Advantech/Broadwin WebAccess HMI software which had been directly exposed to the internet. [41] [42]
G0034,ICS,T0822,External Remote Services,,,T0822,External Remote Services,"During the 2015 Ukraine Electric Power Attack, Sandworm Team used Valid Accounts taken from the Windows Domain Controller to access the control system Virtual Private Network (VPN) used by grid operators. [15]"
G0034,ICS,T0823,Graphical User Interface,,,T0823,Graphical User Interface,"During the 2015 Ukraine Electric Power Attack, Sandworm Team utilized HMI GUIs in the SCADA environment to open breakers. [35]"
G0034,ICS,T0867,Lateral Tool Transfer,,,T0867,Lateral Tool Transfer,"During the 2015 Ukraine Electric Power Attack, Sandworm Team moved their tools laterally within the ICS network. [15]During the 2016 Ukraine Electric Power Attack, Sandworm Team used a VBS script to facilitate lateral tool transfer. The VBS script was used to copy ICS-specific payloads with the following command: cscript C:\Backinfo\ufn.vbs C:\Backinfo\101.dll C:\Delta\101.dll[18]"
G0034,ICS,T0826,Loss of Availability,,,T0826,Loss of Availability,"During the 2015 Ukraine Electric Power Attack, Sandworm Team opened the breakers at the infected sites, shutting the power off for thousands of businesses and households for around 6 hours. [35][15]"
G0034,ICS,T0827,Loss of Control,,,T0827,Loss of Control,"During the 2015 Ukraine Electric Power Attack, operators were shut out of their equipment either through the denial of peripheral use or the degradation of equipment. Operators were therefore unable to recover from the incident through their traditional means. Much of the power was restored manually. [35]"
G0034,ICS,T0828,Loss of Productivity and Revenue,,,T0828,Loss of Productivity and Revenue,"During the 2015 Ukraine Electric Power Attack, power breakers were opened which caused the operating companies to be unable to deliver power, and left thousands of businesses and households without power for around 6 hours. [35][15]"
G0034,ICS,T0831,Manipulation of Control,,,T0831,Manipulation of Control,"During the 2015 Ukraine Electric Power Attack, Sandworm Team opened live breakers via remote commands to the HMI, causing blackouts. [35]"
G0034,ICS,T0849,Masquerading,,,T0849,Masquerading,"During the 2016 Ukraine Electric Power Attack, Sandworm Team transferred executable files as .txt and then renamed them to .exe, likely to avoid detection through extension tracking.[18]"
G0034,ICS,T0886,Remote Services,,,T0886,Remote Services,"During the 2015 Ukraine Electric Power Attack, Sandworm Team used an IT helpdesk software to move the mouse on ICS control devices to maliciously release electricity breakers. [16]During the 2016 Ukraine Electric Power Attack, Sandworm Team used MS-SQL access to a pivot machine, allowing code execution throughout the ICS network.[18]"
G0034,ICS,T0846,Remote System Discovery,,,T0846,Remote System Discovery,"During the 2015 Ukraine Electric Power Attack, Sandworm Team remotely discovered operational assets once on the OT network. [36] [15]"
G0034,ICS,T0853,Scripting,,,T0853,Scripting,"During the 2016 Ukraine Electric Power Attack, Sandworm Team utilized VBS and batch scripts for file movement and as wrappers for PowerShell execution.[18]During the 2022 Ukraine Electric Power Attack, Sandworm Team utilizes a Visual Basic script lun.vbs to execute n.bat which then executed the MicroSCADA scilc.exe command.[20]"
G0034,ICS,T0894,System Binary Proxy Execution,,,T0894,System Binary Proxy Execution,"During the 2022 Ukraine Electric Power Attack, Sandworm Team executed a MicroSCADA application binary scilc.exe to send a predefined list of SCADA instructions specified in a file defined by the adversary, s1.txt. The executed command C:\sc\prog\exec\scilc.exe -do pack\scil\s1.txt leverages the SCADA software to send unauthorized command messages to remote substations.[20]"
G0034,ICS,T0857,System Firmware,,,T0857,System Firmware,"During the 2015 Ukraine Electric Power Attack, Sandworm Team overwrote the serial-to-ethernet gateways with custom firmware to make systems either disabled, shutdown, and/or unrecoverable. [35]"
G0034,ICS,T0855,Unauthorized Command Message,,,T0855,Unauthorized Command Message,"During the 2015 Ukraine Electric Power Attack, Sandworm Team issued unauthorized commands to substation breaks after gaining control of operator workstations and accessing a distribution management system (DMS) application. [35]During the 2022 Ukraine Electric Power Attack, Sandworm Team used the MicroSCADA SCIL-API to specify a set of SCADA instructions, including the sending of unauthorized commands to substation devices.[20]"
G0034,ICS,T0859,Valid Accounts,,,T0859,Valid Accounts,"During the 2015 Ukraine Electric Power Attack, Sandworm Team used valid accounts to laterally move through VPN connections and dual-homed systems. Sandworm Team used the credentials of valid accounts to interact with client applications and access employee workstations hosting HMI applications.  [35][15]During the 2016 Ukraine Electric Power Attack, Sandworm Team used valid accounts to laterally move through VPN connections and dual-homed systems.[18]"
G0029,Enterprise,T1036,Masquerading,.002,Right-to-Left Override,T1036.002,Masquerading: Right-to-Left Override,Scarlet Mimic has used the left-to-right override character in self-extracting RAR archive spearphishing attachment file names.[1]
G1015,Enterprise,T1087,Account Discovery,.002,Domain Account,T1087.002,Account Discovery: Domain Account,Scattered Spider leverages legitimate domain accounts to gain access to the target environment.[3][2]
G1015,Enterprise,T1087,Account Discovery,.003,Email Account,T1087.003,Account Discovery: Email Account,"During C0027, Scattered Spider accessed Azure AD to identify email addresses.[5]"
G1015,Enterprise,T1087,Account Discovery,.004,Cloud Account,T1087.004,Account Discovery: Cloud Account,"During C0027, Scattered Spider accessed Azure AD to download bulk lists of group members and to identify privileged users, along with the email addresses and AD attributes.[5]"
G1015,Enterprise,T1098,Account Manipulation,.001,Additional Cloud Credentials,T1098.001,Account Manipulation: Additional Cloud Credentials,"During C0027, Scattered Spider used aws_consoler  to create temporary federated credentials for fake users in order to obfuscate which AWS credential is compromised and enable pivoting from the AWS CLI to console sessions without MFA.[5]"
G1015,Enterprise,T1098,Account Manipulation,.003,Additional Cloud Roles,T1098.003,Account Manipulation: Additional Cloud Roles,"During C0027, Scattered Spider used IAM manipulation to gain persistence and to assume or elevate privileges.[5]Scattered Spider has also assigned user access admin roles in order to gain Tenant Root Group management permissions in Azure.[2]During C0027, Scattered Spider used IAM manipulation to gain persistence and to assume or elevate privileges.[5]"
G1015,Enterprise,T1098,Account Manipulation,.005,Device Registration,T1098.005,Account Manipulation: Device Registration,"During C0027, Scattered Spider registered devices for MFA to maintain persistence through victims' VPN.[5]"
G1015,Enterprise,T1217,Browser Information Discovery,,,T1217,Browser Information Discovery,Scattered Spider retrieves browser histories via infostealer malware such as Raccoon Stealer.[3]
G1015,Enterprise,T1580,Cloud Infrastructure Discovery,,,T1580,Cloud Infrastructure Discovery,"Scattered Spider enumerates cloud environments to identify server and backup management infrastructure, resource access, databases and storage containers.[2]"
G1015,Enterprise,T1538,Cloud Service Dashboard,,,T1538,Cloud Service Dashboard,Scattered Spider abused AWS Systems Manager Inventory to identify targets on the compromised network prior to lateral movement.[3]
G1015,Enterprise,T1136,Create Account,,,T1136,Create Account,Scattered Spider creates new user identities within the compromised organization.[3]
G1015,Enterprise,T1486,Data Encrypted for Impact,,,T1486,Data Encrypted for Impact,Scattered Spider has used BlackCat ransomware to encrypt files on VMWare ESXi servers.[3][2]
G1015,Enterprise,T1530,Data from Cloud Storage,,,T1530,Data from Cloud Storage,"Scattered Spider enumerates data stored in cloud resources for collection and exfiltration purposes.[3]During C0027, Scattered Spider accessed victim OneDrive environments to search for VPN and MFA enrollment information, help desk instructions, and new hire guides.[5]"
G1015,Enterprise,T1213,Data from Information Repositories,.002,Sharepoint,T1213.002,Data from Information Repositories: Sharepoint,"During C0027, Scattered Spider accessed victim SharePoint environments to search for VPN and MFA enrollment information, help desk instructions, and new hire guides.[5]"
G1015,Enterprise,T1213,Data from Information Repositories,.003,Code Repositories,T1213.003,Data from Information Repositories: Code Repositories,"Scattered Spider enumerates data stored within victim code repositories, such as internal GitHub repositories.[3][2]"
G1015,Enterprise,T1213,Data from Information Repositories,.005,Messaging Applications,T1213.005,Data from Information Repositories: Messaging Applications,Scattered Spider threat actors search the victim’s Slack and Microsoft Teams for conversations about the intrusion and incident response.[3]
G1015,Enterprise,T1074,Data Staged,,,T1074,Data Staged,Scattered Spider stages data in a centralized database prior to exfiltration.[3]
G1015,Enterprise,T1006,Direct Volume Access,,,T1006,Direct Volume Access,Scattered Spider has created volume shadow copies of virtual domain controller disks to extract the NTDS.dit file.[2]
G1015,Enterprise,T1484,Domain or Tenant Policy Modification,.002,Trust Modification,T1484.002,Domain or Tenant Policy Modification: Trust Modification,Scattered Spider adds a federated identity provider to the victim’s SSO tenant and activates automatic account linking.[3]
G1015,Enterprise,T1114,Email Collection,,,T1114,Email Collection,Scattered Spider threat actors search the victim’s Microsoft Exchange for emails about the intrusion and incident response.[3]
G1015,Enterprise,T1567,Exfiltration Over Web Service,.002,Exfiltration to Cloud Storage,T1567.002,Exfiltration Over Web Service: Exfiltration to Cloud Storage,Scattered Spider has exfiltrated victim data to the MEGA file sharing site.[3][2]
G1015,Enterprise,T1190,Exploit Public-Facing Application,,,T1190,Exploit Public-Facing Application,"During C0027, Scattered Spider exploited CVE-2021-35464 in the ForgeRock Open Access Management (OpenAM) application server to gain initial access.[5]"
G1015,Enterprise,T1068,Exploitation for Privilege Escalation,,,T1068,Exploitation for Privilege Escalation,Scattered Spider has deployed a malicious kernel driver through exploitation of CVE-2015-2291 in the Intel Ethernet diagnostics driver for Windows (iqvw64.sys).[4]
G1015,Enterprise,T1133,External Remote Services,,,T1133,External Remote Services,"Scattered Spider has leveraged legitimate remote management tools to maintain persistent access.[4]During C0027, Scattered Spider used Citrix and VPNs to persist in compromised environments.[5]"
G1015,Enterprise,T1083,File and Directory Discovery,,,T1083,File and Directory Discovery,"Scattered Spider Spider enumerates a target organization for files and directories of interest, including source code.[3][2]"
G1015,Enterprise,T1657,Financial Theft,,,T1657,Financial Theft,Scattered Spider has deployed ransomware on compromised hosts for financial gain.[3][7]
G1015,Enterprise,T1589,Gather Victim Identity Information,.001,Credentials,T1589.001,Gather Victim Identity Information: Credentials,"During C0027, Scattered Spider sent phishing messages via SMS to steal credentials.[5]"
G1015,Enterprise,T1564,Hide Artifacts,.008,Email Hiding Rules,T1564.008,Hide Artifacts: Email Hiding Rules,Scattered Spider creates inbound rules on the compromised email accounts of security personnel to automatically delete emails from vendor security products.[2]
G1015,Enterprise,T1656,Impersonation,,,T1656,Impersonation,"During C0027, Scattered Spider impersonated legitimate IT personnel in phone calls and text messages either to direct victims to a credential harvesting site or getting victims to run commercial remote monitoring and management (RMM) tools.[5]Scattered Spider utilized social engineering to compel IT help desk personnel to reset passwords and MFA tokens.[3][2]During C0027, Scattered Spider impersonated legitimate IT personnel in phone calls and text messages either to direct victims to a credential harvesting site or getting victims to run commercial remote monitoring and management (RMM) tools.[5]"
G1015,Enterprise,T1105,Ingress Tool Transfer,,,T1105,Ingress Tool Transfer,"During C0027, Scattered Spider downloaded tools using victim organization systems.[5]"
G1015,Enterprise,T1556,Modify Authentication Process,.006,Multi-Factor Authentication,T1556.006,Modify Authentication Process: Multi-Factor Authentication,"After compromising user accounts, Scattered Spider registers their own MFA tokens.[3]"
G1015,Enterprise,T1556,Modify Authentication Process,.009,Conditional Access Policies,T1556.009,Modify Authentication Process: Conditional Access Policies,Scattered Spider has added additional trusted locations to Azure AD conditional access policies. [2]
G1015,Enterprise,T1578,Modify Cloud Compute Infrastructure,.002,Create Cloud Instance,T1578.002,Modify Cloud Compute Infrastructure: Create Cloud Instance,"During C0027, Scattered Spider used access to the victim's Azure tenant to create Azure VMs.[5]Scattered Spider has also created Amazon EC2 instances within the victim's environment.[3]During C0027, Scattered Spider used access to the victim's Azure tenant to create Azure VMs.[5]"
G1015,Enterprise,T1621,Multi-Factor Authentication Request Generation,,,T1621,Multi-Factor Authentication Request Generation,"Scattered Spider has used multifactor authentication (MFA) fatigue by sending repeated MFA authentication requests to targets.[4]During C0027, Scattered Spider attempted to gain access by continuously sending MFA messages to the victim until they accept the MFA push challenge.[5]"
G1015,Enterprise,T1046,Network Service Discovery,,,T1046,Network Service Discovery,"During C0027, used RustScan to scan for open ports on targeted ESXi appliances.[5]"
G1015,Enterprise,T1588,Obtain Capabilities,.002,Tool,T1588.002,Obtain Capabilities: Tool,"During C0027, Scattered Spider obtained and used multiple tools including the LINpeas privilege escalation utility, aws_consoler, rsocx reverse proxy, Level RMM tool, and RustScan port scanner.[5]"
G1015,Enterprise,T1003,OS Credential Dumping,.003,NTDS,T1003.003,OS Credential Dumping: NTDS,Scattered Spider has extracted the NTDS.dit file by creating volume shadow copies of virtual domain controller disks.[2]
G1015,Enterprise,T1003,OS Credential Dumping,.006,DCSync,T1003.006,OS Credential Dumping: DCSync,"During C0027, Scattered Spider performed domain replication.[5]"
G1015,Enterprise,T1069,Permission Groups Discovery,.003,Cloud Groups,T1069.003,Permission Groups Discovery: Cloud Groups,"During C0027, Scattered Spider accessed Azure AD to download bulk lists of group members and their Active Directory attributes.[5]"
G1015,Enterprise,T1566,Phishing,.004,Spearphishing Voice,T1566.004,Phishing: Spearphishing Voice,"During C0027, Scattered Spider impersonated legitimate IT personnel in phone calls to direct victims to download a remote monitoring and management (RMM) tool that would allow the adversary to remotely control their system.[5]"
G1015,Enterprise,T1598,Phishing for Information,,,T1598,Phishing for Information,Scattered Spider has used a combination of credential phishing and social engineering to capture one-time-password (OTP) codes.[4]
G1015,Enterprise,T1598,Spearphishing Service,.001,,T1598.001,Spearphishing Service,"During C0027, Scattered Spider sent Telegram messages impersonating IT personnel to harvest credentials.[5]"
G1015,Enterprise,T1598,Spearphishing Voice,.004,,T1598.004,Spearphishing Voice,"During C0027, Scattered Spider used phone calls to instruct victims to navigate to credential-harvesting websites.[5]Scattered Spider has also called employees at target organizations and compelled them to navigate to fake login portals using adversary-in-the-middle toolkits.[2]During C0027, Scattered Spider used phone calls to instruct victims to navigate to credential-harvesting websites.[5]"
G1015,Enterprise,T1572,Protocol Tunneling,,,T1572,Protocol Tunneling,"During C0027, Scattered Spider used SSH tunneling in targeted environments.[5]"
G1015,Enterprise,T1090,Proxy,,,T1090,Proxy,"During C0027, Scattered Spider installed the open-source rsocx reverse proxy tool on a targeted ESXi appliance.[5]"
G1015,Enterprise,T1219,Remote Access Software,,,T1219,Remote Access Software,"During C0027, Scattered Spider directed victims to run remote monitoring and management (RMM) tools.[5]In addition to directing victims to run remote software, Scattered Spider members themselves also deploy RMM software including AnyDesk, LogMeIn, and ConnectWise Control to establish persistence on the compromised network.[3][7]During C0027, Scattered Spider directed victims to run remote monitoring and management (RMM) tools.[5]"
G1015,Enterprise,T1021,Remote Services,.007,Cloud Services,T1021.007,Remote Services: Cloud Services,"During C0027, Scattered Spider used compromised Azure credentials for credential theft activity and lateral movement to on-premises systems.[5]Scattered Spider has also leveraged pre-existing AWS EC2 instances for lateral movement and data collection purposes.[3]During C0027, Scattered Spider used compromised Azure credentials for credential theft activity and lateral movement to on-premises systems.[5]"
G1015,Enterprise,T1018,Remote System Discovery,,,T1018,Remote System Discovery,"Scattered Spider can enumerate remote systems, such as VMware vCenter infrastructure.[3]"
G1015,Enterprise,T1539,Steal Web Session Cookie,,,T1539,Steal Web Session Cookie,Scattered Spider retrieves browser cookies via Raccoon Stealer.[3]
G1015,Enterprise,T1553,Subvert Trust Controls,.002,Code Signing,T1553.002,Subvert Trust Controls: Code Signing,Scattered Spider has used self-signed and stolen certificates originally issued to NVIDIA and Global Software LLC.[4]
G1015,Enterprise,T1552,Unsecured Credentials,.001,Credentials In Files,T1552.001,Unsecured Credentials: Credentials In Files,Scattered Spider Spider searches for credential storage documentation on a compromised host.[3]
G1015,Enterprise,T1552,Unsecured Credentials,.004,Private Keys,T1552.004,Unsecured Credentials: Private Keys,Scattered Spider enumerate and exfiltrate code-signing certificates from a compromised host.[3]
G1015,Enterprise,T1204,User Execution,,,T1204,User Execution,Scattered Spider has impersonated organization IT and helpdesk staff to instruct victims to execute commercial remote access tools to gain initial access.[3]
G1015,Enterprise,T1078,Valid Accounts,.004,Cloud Accounts,T1078.004,Valid Accounts: Cloud Accounts,"During C0027, Scattered Spider leveraged compromised credentials from victim users  to authenticate to Azure tenants.[5]"
G1015,Enterprise,T1102,Web Service,,,T1102,Web Service,"During C0027, Scattered Spider downloaded tools from sites including file.io, GitHub, and paste.ee.[5]"
G1015,Enterprise,T1047,Windows Management Instrumentation,,,T1047,Windows Management Instrumentation,"During C0027, Scattered Spider used Windows Management Instrumentation (WMI) to move laterally via Impacket.[5]"
G1015,Mobile,T1660,Phishing,,,T1660,Phishing,Scattered Spider has sent SMS phishing messages to employee phone numbers with a link to a site configured with a fake credential harvesting login portal.[2]
G1008,Enterprise,T1059,Command and Scripting Interpreter,.005,Visual Basic,T1059.005,Command and Scripting Interpreter: Visual Basic,SideCopy has sent Microsoft Office Publisher documents to victims that have embedded malicious macros that execute an hta file via calling mshta.exe.[1]
G1008,Enterprise,T1584,Compromise Infrastructure,.001,Domains,T1584.001,Compromise Infrastructure: Domains,"SideCopy has compromised domains for some of their infrastructure, including for C2 and staging malware.[1]"
G1008,Enterprise,T1574,Hijack Execution Flow,.002,DLL Side-Loading,T1574.002,Hijack Execution Flow: DLL Side-Loading,SideCopy has used a malicious loader DLL file to execute the credwiz.exe process and side-load the malicious payload Duser.dll.[1]
G1008,Enterprise,T1105,Ingress Tool Transfer,,,T1105,Ingress Tool Transfer,SideCopy has delivered trojanized executables via spearphishing emails that contacts actor-controlled servers to download malicious payloads.[1]
G1008,Enterprise,T1036,Masquerading,.005,Match Legitimate Name or Location,T1036.005,Masquerading: Match Legitimate Name or Location,"SideCopy has used a legitimate DLL file name, Duser.dll to disguise a malicious remote access tool.[1]"
G1008,Enterprise,T1106,Native API,,,T1106,Native API,SideCopy has executed malware by calling the API function CreateProcessW.[1]
G1008,Enterprise,T1566,Phishing,.001,Spearphishing Attachment,T1566.001,Phishing: Spearphishing Attachment,SideCopy has sent spearphishing emails with malicious hta file attachments.[1]
G1008,Enterprise,T1598,Phishing for Information,.002,Spearphishing Attachment,T1598.002,Phishing for Information: Spearphishing Attachment,SideCopy has crafted generic lures for spam campaigns to collect emails and credentials for targeting efforts.[1]
G1008,Enterprise,T1518,Software Discovery,,,T1518,Software Discovery,SideCopy has collected browser information from a compromised host.[1]
G1008,Enterprise,T1518,Security Software Discovery,.001,,T1518.001,Security Software Discovery,SideCopy uses a loader DLL file to collect AV product names from an infected host.[1]
G1008,Enterprise,T1608,Stage Capabilities,.001,Upload Malware,T1608.001,Stage Capabilities: Upload Malware,SideCopy has used compromised domains to host its malicious payloads.[1]
G1008,Enterprise,T1218,System Binary Proxy Execution,.005,Mshta,T1218.005,System Binary Proxy Execution: Mshta,SideCopy has utilized mshta.exe to execute a malicious hta file.[1]
G1008,Enterprise,T1082,System Information Discovery,,,T1082,System Information Discovery,SideCopy has identified the OS version of a compromised host.[1]
G1008,Enterprise,T1614,System Location Discovery,,,T1614,System Location Discovery,SideCopy has identified the country location of a compromised host.[1]
G1008,Enterprise,T1016,System Network Configuration Discovery,,,T1016,System Network Configuration Discovery,SideCopy has identified the IP address of a compromised host.[1]
G1008,Enterprise,T1204,User Execution,.002,Malicious File,T1204.002,User Execution: Malicious File,SideCopy has attempted to lure victims into clicking on malicious embedded archive files sent via spearphishing campaigns.[1]
G0121,Enterprise,T1071,Application Layer Protocol,.001,Web Protocols,T1071.001,Application Layer Protocol: Web Protocols,Sidewinder has used HTTP in C2 communications.[1][4][5]
G0121,Enterprise,T1119,Automated Collection,,,T1119,Automated Collection,Sidewinder has used tools to automatically collect system and network configuration information.[1]
G0121,Enterprise,T1020,Automated Exfiltration,,,T1020,Automated Exfiltration,Sidewinder has configured tools to automatically send collected files to attacker controlled servers.[1]
G0121,Enterprise,T1547,Boot or Logon Autostart Execution,.001,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Sidewinder has added paths to executables in the Registry to establish persistence.[4][5][3]
G0121,Enterprise,T1059,Command and Scripting Interpreter,.001,PowerShell,T1059.001,Command and Scripting Interpreter: PowerShell,Sidewinder has used PowerShell to drop and execute malware loaders.[1]
G0121,Enterprise,T1059,Command and Scripting Interpreter,.005,Visual Basic,T1059.005,Command and Scripting Interpreter: Visual Basic,Sidewinder has used VBScript to drop and execute malware loaders.[1]
G0121,Enterprise,T1059,Command and Scripting Interpreter,.007,JavaScript,T1059.007,Command and Scripting Interpreter: JavaScript,Sidewinder has used JavaScript to drop and execute malware loaders.[1][5]
G0121,Enterprise,T1074,Data Staged,.001,Local Data Staging,T1074.001,Data Staged: Local Data Staging,Sidewinder has collected stolen files in a temporary folder in preparation for exfiltration.[1]
G0121,Enterprise,T1203,Exploitation for Client Execution,,,T1203,Exploitation for Client Execution,Sidewinder has exploited vulnerabilities to gain execution including CVE-2017-11882 and CVE-2020-0674.[1][3]
G0121,Enterprise,T1083,File and Directory Discovery,,,T1083,File and Directory Discovery,Sidewinder has used malware to collect information on files and directories.[1]
G0121,Enterprise,T1574,Hijack Execution Flow,.002,DLL Side-Loading,T1574.002,Hijack Execution Flow: DLL Side-Loading,Sidewinder has used DLL side-loading to drop and execute malicious payloads including the hijacking of the legitimate Windows application file rekeywiz.exe.[1]
G0121,Enterprise,T1105,Ingress Tool Transfer,,,T1105,Ingress Tool Transfer,Sidewinder has used LNK files to download remote files to the victim's network.[1][3]
G0121,Enterprise,T1559,Inter-Process Communication,.002,Dynamic Data Exchange,T1559.002,Inter-Process Communication: Dynamic Data Exchange,Sidewinder has used the ActiveXObject utility to create OLE objects to obtain execution through Internet Explorer.[4][5]
G0121,Enterprise,T1036,Masquerading,.005,Match Legitimate Name or Location,T1036.005,Masquerading: Match Legitimate Name or Location,Sidewinder has named malicious files rekeywiz.exe to match the name of a legitimate Windows executable.[5]
G0121,Enterprise,T1027,Obfuscated Files or Information,.010,Command Obfuscation,T1027.010,Obfuscated Files or Information: Command Obfuscation,Sidewinder has used base64 encoding for scripts.[1][4]
G0121,Enterprise,T1027,Obfuscated Files or Information,.013,Encrypted/Encoded File,T1027.013,Obfuscated Files or Information: Encrypted/Encoded File,Sidewinder has used base64 encoding and ECDH-P256 encryption for payloads.[1][4][3]
G0121,Enterprise,T1566,Phishing,.001,Spearphishing Attachment,T1566.001,Phishing: Spearphishing Attachment,Sidewinder has sent e-mails with malicious attachments often crafted for specific targets.[1]
G0121,Enterprise,T1566,Phishing,.002,Spearphishing Link,T1566.002,Phishing: Spearphishing Link,Sidewinder has sent e-mails with malicious links often crafted for specific targets.[1][3]
G0121,Enterprise,T1598,Phishing for Information,.002,Spearphishing Attachment,T1598.002,Phishing for Information: Spearphishing Attachment,Sidewinder has sent e-mails with malicious attachments that lead victims to credential harvesting websites.[1][4][3]
G0121,Enterprise,T1598,Phishing for Information,.003,Spearphishing Link,T1598.003,Phishing for Information: Spearphishing Link,Sidewinder has sent e-mails with malicious links to credential harvesting websites.[1]
